;descricao;discente;faltas_unidade;id_curso;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade
22;REPROVADO;dfc0b8035c1c5931710e65e92d91aa30;0.0;92127264.0;1217967;1.2;0.0;22.0;f;2.0
23;REPROVADO;dfc0b8035c1c5931710e65e92d91aa30;0.0;92127264.0;1217967;1.2;0.0;22.0;f;3.0
24;REPROVADO;f054d7fa00c44158d02747a8a5c557e0;0.0;17848940.0;1217967;0.9;0.8;8.0;f;1.0
25;REPROVADO;f054d7fa00c44158d02747a8a5c557e0;0.0;17848940.0;1217967;0.9;0.9;8.0;f;2.0
26;REPROVADO;f054d7fa00c44158d02747a8a5c557e0;0.0;17848940.0;1217967;0.9;1.0;8.0;f;3.0
27;REPROVADO;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;1217967;1.7;2.0;5.0;f;1.0
28;REPROVADO;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;1217967;1.7;1.6;5.0;f;2.0
29;REPROVADO;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;1217967;1.7;1.5;5.0;f;3.0
30;REPROVADO;606187e0dfc21c1f377ad6df3a68e274;0.0;92127264.0;1217967;3.7;0.8;4.0;t;1.0
31;REPROVADO;606187e0dfc21c1f377ad6df3a68e274;0.0;92127264.0;1217967;3.7;5.0;4.0;f;2.0
32;REPROVADO;606187e0dfc21c1f377ad6df3a68e274;0.0;92127264.0;1217967;3.7;4.0;4.0;f;3.0
33;APROVADO;2f88ff7e6e0e58cb307f6e6c4dbd80e3;0.0;92127264.0;1217967;5.0;3.5;23.0;t;1.0
34;APROVADO;2f88ff7e6e0e58cb307f6e6c4dbd80e3;0.0;92127264.0;1217967;5.0;4.0;23.0;f;2.0
35;APROVADO;2f88ff7e6e0e58cb307f6e6c4dbd80e3;0.0;92127264.0;1217967;5.0;5.0;23.0;f;3.0
36;APROVADO POR NOTA;bc2bc7b8d6d7550aeaf952fd146e716e;0.0;92127264.0;1217967;5.3;4.1;0.0;f;1.0
37;APROVADO POR NOTA;bc2bc7b8d6d7550aeaf952fd146e716e;0.0;92127264.0;1217967;5.3;4.0;0.0;f;2.0
38;APROVADO POR NOTA;bc2bc7b8d6d7550aeaf952fd146e716e;0.0;92127264.0;1217967;5.3;7.7;0.0;f;3.0
39;REPROVADO;8d2a3b00a41279debf258bc6c6305205;0.0;92127264.0;1217967;2.7;2.0;14.0;f;3.0
40;REPROVADO;8d2a3b00a41279debf258bc6c6305205;0.0;92127264.0;1217967;2.7;1.6;14.0;f;1.0
41;REPROVADO;8d2a3b00a41279debf258bc6c6305205;0.0;92127264.0;1217967;2.7;4.6;14.0;f;2.0
42;CANCELADO;cbe40ea1cb2d08a912937532829ea391;0.0;92127264.0;1217967;0.0;0.0;2.0;f;1.0
43;CANCELADO;cbe40ea1cb2d08a912937532829ea391;0.0;92127264.0;1217967;0.0;0.0;2.0;f;2.0
44;CANCELADO;cbe40ea1cb2d08a912937532829ea391;0.0;92127264.0;1217967;0.0;0.0;2.0;f;3.0
45;REPROVADO;13f05886b3b37feac8a7bf2a313d57a1;0.0;2000013.0;1217967;2.9;3.4;18.0;f;1.0
46;REPROVADO;13f05886b3b37feac8a7bf2a313d57a1;0.0;2000013.0;1217967;2.9;2.2;18.0;f;2.0
47;REPROVADO;13f05886b3b37feac8a7bf2a313d57a1;0.0;2000013.0;1217967;2.9;3.0;18.0;f;3.0
48;REPROVADO;9b03275cfc98def4ebace9f3a04bdc7c;0.0;92127264.0;1217967;2.0;1.8;6.0;f;1.0
49;REPROVADO;9b03275cfc98def4ebace9f3a04bdc7c;0.0;92127264.0;1217967;2.0;2.7;6.0;f;2.0
50;REPROVADO;9b03275cfc98def4ebace9f3a04bdc7c;0.0;92127264.0;1217967;2.0;1.5;6.0;f;3.0
51;APROVADO;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;1217967;5.8;3.5;12.0;t;3.0
52;APROVADO;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;1217967;5.8;4.6;12.0;f;1.0
53;APROVADO;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;1217967;5.8;4.3;12.0;f;2.0
54;REPROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1217967;4.1;4.2;6.0;f;1.0
55;REPROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1217967;4.1;3.6;6.0;f;2.0
56;REPROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1217967;4.1;4.5;6.0;f;3.0
57;REPROVADO;0c4312afd7654b4572f06d1f4e90b884;0.0;92127264.0;1217967;1.9;3.6;12.0;f;1.0
58;REPROVADO;0c4312afd7654b4572f06d1f4e90b884;0.0;92127264.0;1217967;1.9;2.2;12.0;f;2.0
59;REPROVADO;0c4312afd7654b4572f06d1f4e90b884;0.0;92127264.0;1217967;1.9;0.0;12.0;f;3.0
60;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;1217967;4.4;5.0;15.0;f;1.0
61;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;1217967;4.4;0.0;15.0;t;2.0
62;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;1217967;4.4;6.2;15.0;f;3.0
63;APROVADO;085170491730a46c493915ddaeabcdcb;0.0;17848940.0;1217967;5.1;4.2;22.0;f;1.0
64;APROVADO;085170491730a46c493915ddaeabcdcb;0.0;17848940.0;1217967;5.1;1.2;22.0;t;2.0
65;APROVADO;085170491730a46c493915ddaeabcdcb;0.0;17848940.0;1217967;5.1;4.0;22.0;f;3.0
66;REPROVADO;b74c9414e98dbc9654bbfa076ffce90e;0.0;2000013.0;1217967;4.5;2.0;11.0;t;1.0
67;REPROVADO;b74c9414e98dbc9654bbfa076ffce90e;0.0;2000013.0;1217967;4.5;5.2;11.0;f;2.0
68;REPROVADO;b74c9414e98dbc9654bbfa076ffce90e;0.0;2000013.0;1217967;4.5;4.2;11.0;f;3.0
69;REPROVADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1217967;4.5;2.5;24.0;t;1.0
70;REPROVADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1217967;4.5;4.7;24.0;f;2.0
71;REPROVADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1217967;4.5;5.0;24.0;f;3.0
72;TRANCADO;bfdbb7144b89b27f1bb6b4fb68a02834;;92127264.0;1217967;;;;;
73;APROVADO;b0240cb0adf9592813fb31b454827c66;0.0;2000013.0;1217967;5.8;2.8;10.0;f;1.0
74;APROVADO;b0240cb0adf9592813fb31b454827c66;0.0;2000013.0;1217967;5.8;2.5;10.0;t;2.0
75;APROVADO;b0240cb0adf9592813fb31b454827c66;0.0;2000013.0;1217967;5.8;8.5;10.0;f;3.0
76;APROVADO POR NOTA;c1d4e7afda2dc570f6d8319b0f511f8b;0.0;92127264.0;1217967;5.5;7.7;4.0;f;1.0
77;APROVADO POR NOTA;c1d4e7afda2dc570f6d8319b0f511f8b;0.0;92127264.0;1217967;5.5;3.7;4.0;f;2.0
78;APROVADO POR NOTA;c1d4e7afda2dc570f6d8319b0f511f8b;0.0;92127264.0;1217967;5.5;5.0;4.0;f;3.0
79;APROVADO;2dc7771e870b008c111aa85ad59f1f66;0.0;92127264.0;1217967;7.5;8.7;5.0;f;1.0
80;APROVADO;2dc7771e870b008c111aa85ad59f1f66;0.0;92127264.0;1217967;7.5;6.2;5.0;f;2.0
81;APROVADO;2dc7771e870b008c111aa85ad59f1f66;0.0;92127264.0;1217967;7.5;7.7;5.0;f;3.0
82;TRANCADO;4bc11904bc4637fce87f851c094c3f59;;92127264.0;1217967;;;;;
83;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;1217967;5.8;5.0;2.0;f;1.0
84;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;1217967;5.8;5.8;2.0;f;2.0
85;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;1217967;5.8;6.7;2.0;f;3.0
86;REPROVADO POR MÉDIA E POR FALTAS;69fc0bfa31d311c26a130bf6bd37a5cd;0.0;92127264.0;1217967;0.3;0.8;30.0;f;1.0
87;REPROVADO POR MÉDIA E POR FALTAS;69fc0bfa31d311c26a130bf6bd37a5cd;0.0;92127264.0;1217967;0.3;0.0;30.0;f;2.0
88;REPROVADO POR MÉDIA E POR FALTAS;69fc0bfa31d311c26a130bf6bd37a5cd;0.0;92127264.0;1217967;0.3;0.0;30.0;f;3.0
89;TRANCADO;67a7d8d14b772580587d3409b1d352e7;;92127264.0;1217967;;;;;
90;REPROVADO POR MÉDIA E POR FALTAS;0e38c468da1fafa776434dd187a12149;0.0;92127264.0;1217967;0.0;0.0;32.0;f;3.0
91;REPROVADO POR MÉDIA E POR FALTAS;0e38c468da1fafa776434dd187a12149;0.0;92127264.0;1217967;0.0;0.0;32.0;f;1.0
92;REPROVADO POR MÉDIA E POR FALTAS;0e38c468da1fafa776434dd187a12149;0.0;92127264.0;1217967;0.0;0.0;32.0;f;2.0
93;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;1228411;0.7;2.0;46.0;f;1.0
94;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;1228411;0.7;0.0;46.0;f;2.0
95;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;1228411;0.7;0.0;46.0;f;3.0
96;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;1228411;0.6;0.3;14.0;f;1.0
97;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;1228411;0.6;1.5;14.0;f;2.0
98;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;1228411;0.6;0.0;14.0;f;3.0
99;EXCLUIDA;9fab264022905965335b7bc3964f7ed1;;92127264.0;1228411;;;;;
100;EXCLUIDA;a70e6e000686d82ad1d1a29ce75fab9f;;92127264.0;1228411;;;;;
101;EXCLUIDA;40846f2f09da1435f6eb303ce9d0d768;;92127264.0;1228411;;;;;
102;EXCLUIDA;93c673ca49d2f77eb016bda1f2a4b844;;92127264.0;1228411;;;;;
103;APROVADO POR NOTA;93c673ca49d2f77eb016bda1f2a4b844;0.0;92127264.0;1228411;6.2;6.7;5.0;f;1.0
104;APROVADO POR NOTA;93c673ca49d2f77eb016bda1f2a4b844;0.0;92127264.0;1228411;6.2;5.0;5.0;f;2.0
105;APROVADO POR NOTA;93c673ca49d2f77eb016bda1f2a4b844;0.0;92127264.0;1228411;6.2;7.0;5.0;f;3.0
106;EXCLUIDA;d2ebea0c1ebded5adcf2e6eb2d919b9a;;92127264.0;1228411;;;;;
107;APROVADO;d2ebea0c1ebded5adcf2e6eb2d919b9a;0.0;92127264.0;1228411;9.3;8.3;8.0;f;1.0
108;APROVADO;d2ebea0c1ebded5adcf2e6eb2d919b9a;0.0;92127264.0;1228411;9.3;10.0;8.0;f;2.0
109;APROVADO;d2ebea0c1ebded5adcf2e6eb2d919b9a;0.0;92127264.0;1228411;9.3;9.5;8.0;f;3.0
110;REPROVADO;d5b6a9bd6d773f925067353c53e8e8b1;0.0;17848940.0;1228411;0.3;1.0;0.0;f;1.0
111;REPROVADO;d5b6a9bd6d773f925067353c53e8e8b1;0.0;17848940.0;1228411;0.3;0.0;0.0;f;2.0
112;REPROVADO;d5b6a9bd6d773f925067353c53e8e8b1;0.0;17848940.0;1228411;0.3;0.0;0.0;f;3.0
113;APROVADO POR NOTA;a70e6e000686d82ad1d1a29ce75fab9f;0.0;92127264.0;1228411;5.9;5.8;8.0;f;1.0
114;APROVADO POR NOTA;a70e6e000686d82ad1d1a29ce75fab9f;0.0;92127264.0;1228411;5.9;5.5;8.0;f;2.0
115;APROVADO POR NOTA;a70e6e000686d82ad1d1a29ce75fab9f;0.0;92127264.0;1228411;5.9;6.5;8.0;f;3.0
116;EXCLUIDA;dfc0b8035c1c5931710e65e92d91aa30;;92127264.0;1228411;;;;;
117;REPROVADO POR MÉDIA E POR FALTAS;dfc0b8035c1c5931710e65e92d91aa30;0.0;92127264.0;1228411;1.6;0.8;36.0;f;1.0
118;REPROVADO POR MÉDIA E POR FALTAS;dfc0b8035c1c5931710e65e92d91aa30;0.0;92127264.0;1228411;1.6;4.0;36.0;f;2.0
119;REPROVADO POR MÉDIA E POR FALTAS;dfc0b8035c1c5931710e65e92d91aa30;0.0;92127264.0;1228411;1.6;0.0;36.0;f;3.0
120;EXCLUIDA;c6e6b75a1e8fb3912dc281802313a782;;92127264.0;1228411;;;;;
121;REPROVADO;e8810e17a2760e325d660f94083ebc3c;0.0;17848940.0;1228411;1.1;3.2;17.0;f;1.0
122;REPROVADO;e8810e17a2760e325d660f94083ebc3c;0.0;17848940.0;1228411;1.1;0.0;17.0;f;2.0
123;REPROVADO;e8810e17a2760e325d660f94083ebc3c;0.0;17848940.0;1228411;1.1;0.0;17.0;f;3.0
124;EXCLUIDA;e8810e17a2760e325d660f94083ebc3c;;17848940.0;1228411;;;;;
125;REPROVADO;c6e6b75a1e8fb3912dc281802313a782;0.0;92127264.0;1228411;2.3;0.0;16.0;f;2.0
126;REPROVADO;c6e6b75a1e8fb3912dc281802313a782;0.0;92127264.0;1228411;2.3;0.0;16.0;f;3.0
127;REPROVADO;c6e6b75a1e8fb3912dc281802313a782;0.0;92127264.0;1228411;2.3;6.8;16.0;f;1.0
128;EXCLUIDA;46ca5bcc0383d2734d26bf3bcc201b5a;;92127264.0;1228411;;;;;
129;EXCLUIDA;742296fb962be2ad96a2bd79adf865e4;;92127264.0;1228411;;;;;
130;CANCELADO;742296fb962be2ad96a2bd79adf865e4;0.0;92127264.0;1228411;;6.5;0.0;f;1.0
131;CANCELADO;742296fb962be2ad96a2bd79adf865e4;0.0;92127264.0;1228411;;;0.0;f;2.0
132;CANCELADO;742296fb962be2ad96a2bd79adf865e4;0.0;92127264.0;1228411;;;0.0;f;3.0
133;APROVADO POR NOTA;40846f2f09da1435f6eb303ce9d0d768;0.0;92127264.0;1228411;5.7;6.1;0.0;f;1.0
134;APROVADO POR NOTA;40846f2f09da1435f6eb303ce9d0d768;0.0;92127264.0;1228411;5.7;4.0;0.0;f;2.0
135;APROVADO POR NOTA;40846f2f09da1435f6eb303ce9d0d768;0.0;92127264.0;1228411;5.7;7.0;0.0;f;3.0
136;REPROVADO;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;1228411;1.3;4.0;10.0;f;1.0
137;REPROVADO;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;1228411;1.3;0.0;10.0;f;2.0
138;REPROVADO;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;1228411;1.3;0.0;10.0;f;3.0
139;REPROVADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;1228411;3.7;5.6;8.0;f;1.0
140;REPROVADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;1228411;3.7;3.0;8.0;f;2.0
141;REPROVADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;1228411;3.7;2.5;8.0;f;3.0
142;TRANCADO;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;1228411;;;0.0;f;1.0
143;TRANCADO;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;1228411;;;0.0;f;2.0
144;TRANCADO;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;1228411;;;0.0;f;3.0
145;APROVADO;deef0a878b7ac3d6e642ed295a0e739e;0.0;92127264.0;1228411;8.6;7.2;4.0;f;1.0
146;APROVADO;deef0a878b7ac3d6e642ed295a0e739e;0.0;92127264.0;1228411;8.6;9.0;4.0;f;2.0
147;APROVADO;deef0a878b7ac3d6e642ed295a0e739e;0.0;92127264.0;1228411;8.6;9.5;4.0;f;3.0
148;APROVADO;5625c20186d9be50433092f3269db96a;0.0;92127264.0;1228411;8.0;7.0;0.0;f;1.0
149;APROVADO;5625c20186d9be50433092f3269db96a;0.0;92127264.0;1228411;8.0;7.0;0.0;f;2.0
150;APROVADO;5625c20186d9be50433092f3269db96a;0.0;92127264.0;1228411;8.0;10.0;0.0;f;3.0
151;APROVADO POR NOTA;a4aa5cbcc579bd9b2ce70c7590ee4b04;0.0;92127264.0;1228411;5.0;6.7;0.0;f;1.0
152;APROVADO POR NOTA;a4aa5cbcc579bd9b2ce70c7590ee4b04;0.0;92127264.0;1228411;5.0;4.0;0.0;f;2.0
153;APROVADO POR NOTA;a4aa5cbcc579bd9b2ce70c7590ee4b04;0.0;92127264.0;1228411;5.0;4.3;0.0;f;3.0
154;EXCLUIDA;0e0595fa516d0c30274d615212d43adb;;92127264.0;1228411;;;;;
155;REPROVADO POR MÉDIA E POR FALTAS;ef47e9a2a9fb4aa81943443816b13c3d;0.0;92127264.0;1228411;1.1;3.2;36.0;f;1.0
156;REPROVADO POR MÉDIA E POR FALTAS;ef47e9a2a9fb4aa81943443816b13c3d;0.0;92127264.0;1228411;1.1;0.0;36.0;f;2.0
157;REPROVADO POR MÉDIA E POR FALTAS;ef47e9a2a9fb4aa81943443816b13c3d;0.0;92127264.0;1228411;1.1;0.0;36.0;f;3.0
158;EXCLUIDA;deef0a878b7ac3d6e642ed295a0e739e;;92127264.0;1228411;;;;;
159;APROVADO;ba5fefd9bd218063b6484ba2916d3bf0;0.0;92127264.0;1228411;8.5;6.9;0.0;f;1.0
160;APROVADO;ba5fefd9bd218063b6484ba2916d3bf0;0.0;92127264.0;1228411;8.5;9.0;0.0;f;2.0
161;APROVADO;ba5fefd9bd218063b6484ba2916d3bf0;0.0;92127264.0;1228411;8.5;9.5;0.0;f;3.0
162;APROVADO;6d42cc9c6a322c7518b6e14c0cb943c4;0.0;92127264.0;1228411;8.2;7.1;4.0;f;1.0
163;APROVADO;6d42cc9c6a322c7518b6e14c0cb943c4;0.0;92127264.0;1228411;8.2;9.5;4.0;f;2.0
164;APROVADO;6d42cc9c6a322c7518b6e14c0cb943c4;0.0;92127264.0;1228411;8.2;8.0;4.0;f;3.0
165;EXCLUIDA;5625c20186d9be50433092f3269db96a;;92127264.0;1228411;;;;;
166;EXCLUIDA;ba5fefd9bd218063b6484ba2916d3bf0;;92127264.0;1228411;;;;;
167;EXCLUIDA;1b723ea570ff87651bed3b7039f4db06;;92127264.0;1228411;;;;;
168;EXCLUIDA;3bd9e9ae301ecd9b159be3bf2624bebe;;92127264.0;1228411;;;;;
169;EXCLUIDA;6d42cc9c6a322c7518b6e14c0cb943c4;;92127264.0;1228411;;;;;
170;REPROVADO;c1eb33600b39680017365449468fab9f;0.0;92127264.0;1228411;4.6;4.7;5.0;f;1.0
171;REPROVADO;c1eb33600b39680017365449468fab9f;0.0;92127264.0;1228411;4.6;2.0;5.0;t;2.0
172;REPROVADO;c1eb33600b39680017365449468fab9f;0.0;92127264.0;1228411;4.6;6.0;5.0;f;3.0
173;EXCLUIDA;e6710381d0f7c28d221ffe4471686649;;92127264.0;1228411;;;;;
174;CANCELADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1228411;1.7;5.2;52.0;f;1.0
175;CANCELADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1228411;1.7;0.0;52.0;f;2.0
176;CANCELADO;e6710381d0f7c28d221ffe4471686649;0.0;92127264.0;1228411;1.7;0.0;52.0;f;3.0
177;CANCELADO;35f9ba7dde13df073f06e0d822f1702e;0.0;17848940.0;1228411;;;0.0;f;1.0
178;CANCELADO;35f9ba7dde13df073f06e0d822f1702e;0.0;17848940.0;1228411;;;0.0;f;2.0
179;CANCELADO;35f9ba7dde13df073f06e0d822f1702e;0.0;17848940.0;1228411;;;0.0;f;3.0
180;EXCLUIDA;cb5af6571a4fea0ecf8163f351e66725;;92127264.0;1228411;;;;;
181;EXCLUIDA;35f9ba7dde13df073f06e0d822f1702e;;17848940.0;1228411;;;;;
182;CANCELADO;774b452bb0a0d6b8dcf1ea9be29b5a22;0.0;17848940.0;1228411;;;0.0;f;1.0
183;CANCELADO;774b452bb0a0d6b8dcf1ea9be29b5a22;0.0;17848940.0;1228411;;;0.0;f;2.0
184;CANCELADO;774b452bb0a0d6b8dcf1ea9be29b5a22;0.0;17848940.0;1228411;;;0.0;f;3.0
185;EXCLUIDA;41140eb97092dae1396a81e2acf52137;;2000013.0;1228411;;;;;
186;CANCELADO;41140eb97092dae1396a81e2acf52137;;2000013.0;1228411;;;;;
187;REPROVADO POR MÉDIA E POR FALTAS;cb5af6571a4fea0ecf8163f351e66725;0.0;92127264.0;1228411;1.1;3.2;30.0;f;1.0
188;REPROVADO POR MÉDIA E POR FALTAS;cb5af6571a4fea0ecf8163f351e66725;0.0;92127264.0;1228411;1.1;0.0;30.0;f;2.0
189;REPROVADO POR MÉDIA E POR FALTAS;cb5af6571a4fea0ecf8163f351e66725;0.0;92127264.0;1228411;1.1;0.0;30.0;f;3.0
190;TRANCADO;94f27183387ba163815ccb077b676073;0.0;92127264.0;1228411;;;0.0;f;1.0
191;TRANCADO;94f27183387ba163815ccb077b676073;0.0;92127264.0;1228411;;;0.0;f;2.0
192;TRANCADO;94f27183387ba163815ccb077b676073;0.0;92127264.0;1228411;;;0.0;f;3.0
193;EXCLUIDA;212bde07a1ba6bc28727ceb5d9663bbb;;92127264.0;1228411;;;;;
194;EXCLUIDA;94f27183387ba163815ccb077b676073;;92127264.0;1228411;;;;;
195;EXCLUIDA;a4aa5cbcc579bd9b2ce70c7590ee4b04;;92127264.0;1228411;;;;;
196;EXCLUIDA;ef47e9a2a9fb4aa81943443816b13c3d;;92127264.0;1228411;;;;;
197;REPROVADO;212bde07a1ba6bc28727ceb5d9663bbb;0.0;92127264.0;1228411;0.7;2.0;15.0;f;1.0
198;REPROVADO;212bde07a1ba6bc28727ceb5d9663bbb;0.0;92127264.0;1228411;0.7;0.0;15.0;f;2.0
199;REPROVADO;212bde07a1ba6bc28727ceb5d9663bbb;0.0;92127264.0;1228411;0.7;0.0;15.0;f;3.0
200;REPROVADO;b06b391213ef9e3897598dec729ae710;0.0;92127264.0;1228411;3.7;6.0;18.0;f;1.0
201;REPROVADO;b06b391213ef9e3897598dec729ae710;0.0;92127264.0;1228411;3.7;1.0;18.0;t;2.0
202;REPROVADO;b06b391213ef9e3897598dec729ae710;0.0;92127264.0;1228411;3.7;3.0;18.0;f;3.0
203;APROVADO POR NOTA;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1228411;6.2;7.7;8.0;f;1.0
204;APROVADO POR NOTA;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1228411;6.2;3.0;8.0;f;2.0
205;APROVADO POR NOTA;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;1228411;6.2;8.0;8.0;f;3.0
206;APROVADO POR NOTA;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;1228411;5.4;6.2;0.0;f;1.0
207;APROVADO POR NOTA;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;1228411;5.4;4.5;0.0;f;2.0
208;APROVADO POR NOTA;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;1228411;5.4;5.5;0.0;f;3.0
209;EXCLUIDA;b06b391213ef9e3897598dec729ae710;;92127264.0;1228411;;;;;
210;EXCLUIDA;c1eb33600b39680017365449468fab9f;;92127264.0;1228411;;;;;
211;APROVADO POR NOTA;ac15394f332cd690a1f81161dddf8620;0.0;92127264.0;1228411;6.2;5.0;8.0;f;2.0
212;APROVADO POR NOTA;ac15394f332cd690a1f81161dddf8620;0.0;92127264.0;1228411;6.2;7.5;8.0;f;3.0
213;APROVADO POR NOTA;ac15394f332cd690a1f81161dddf8620;0.0;92127264.0;1228411;6.2;6.2;8.0;f;1.0
214;DESISTENCIA;3bd9e9ae301ecd9b159be3bf2624bebe;;92127264.0;1228411;;;;;
215;APROVADO;1b723ea570ff87651bed3b7039f4db06;0.0;92127264.0;1228411;9.2;0.3;6.0;t;1.0
216;APROVADO;1b723ea570ff87651bed3b7039f4db06;0.0;92127264.0;1228411;9.2;10.0;6.0;f;2.0
217;APROVADO;1b723ea570ff87651bed3b7039f4db06;0.0;92127264.0;1228411;9.2;10.0;6.0;f;3.0
218;EXCLUIDA;ac15394f332cd690a1f81161dddf8620;;92127264.0;1228411;;;;;
219;EXCLUIDA;beac1f49210679beb9b26a1636ed3ff3;;92127264.0;1228411;;;;;
220;REPROVADO;67a7d8d14b772580587d3409b1d352e7;0.0;92127264.0;1228411;4.6;3.3;10.0;f;1.0
221;REPROVADO;67a7d8d14b772580587d3409b1d352e7;0.0;92127264.0;1228411;4.6;6.5;10.0;f;2.0
222;REPROVADO;67a7d8d14b772580587d3409b1d352e7;0.0;92127264.0;1228411;4.6;4.0;10.0;f;3.0
